soilMoisture,collectDate,plotID,sampleID,soilInWaterpH,soilInCaClpH
0.057,2018-04-03,MOAB_004,MOAB_004-M-21.5-34-20180403,8.42,7.37
0.053,2018-04-03,MOAB_004,MOAB_004-M-38.5-13-20180403,8.51,7.48
0.062,2018-04-03,MOAB_004,MOAB_004-M-3.5-3-20180403,8.41,7.44
0.062,2018-04-03,MOAB_045,MOAB_045-M-31.5-27-20180403,7.97,7.06
NA,2018-04-03,MOAB_045,MOAB_045-M-1-30-20180403,8.04,7.15
0.058,2018-04-03,MOAB_045,MOAB_045-M-33.5-3.5-20180403,8.26,7.49
0.057,2018-04-03,MOAB_047,MOAB_047-M-37-33.5-20180403,8.47,7.43
0.061,2018-04-03,MOAB_047,MOAB_047-M-7.5-33-20180403,8.26,7.15
0.066,2018-04-03,MOAB_047,MOAB_047-M-4.5-16.5-20180403,8.63,7.37
0.063,2018-04-03,MOAB_046,MOAB_046-M-30-38-20180403,8.29,7.47
0.067,2018-04-03,MOAB_046,MOAB_046-M-3.5-33.5-20180403,8.34,7.18
0.065,2018-04-03,MOAB_046,MOAB_046-M-16-6-20180403,7.43,7.02
0.056,2018-04-03,MOAB_044,MOAB_044-M-26-33-20180403,8.61,7.5
0.051,2018-04-03,MOAB_044,MOAB_044-M-35.5-0.5-20180403,8.66,7.45
0.057,2018-04-03,MOAB_044,MOAB_044-M-16-6.5-20180403,8.62,7.3
0.06,2018-06-04,MOAB_003,MOAB_003-M-35.5-17-20180604,8.42,7.9
0.029,2018-06-04,MOAB_003,MOAB_003-M-15.5-37.5-20180604,8.33,7.73
0.032,2018-06-04,MOAB_003,MOAB_003-M-5.5-10.5-20180604,8.21,7.67
0.02,2018-06-04,MOAB_005,MOAB_005-M-7-4.5-20180604,8.4,7.62
0.02,2018-06-04,MOAB_005,MOAB_005-M-34-10-20180604,8.39,7.64
0.021,2018-06-04,MOAB_005,MOAB_005-M-38-37-20180604,8.37,7.65
0.018,2018-06-04,MOAB_002,MOAB_002-M-36.5-27.5-20180604,8.48,7.65
0.02,2018-06-04,MOAB_002,MOAB_002-M-34.5-3-20180604,8.47,7.69
0.03,2018-06-04,MOAB_002,MOAB_002-M-5-6.5-20180604,8.5,7.74
0.019,2018-06-04,MOAB_001,MOAB_001-M-36.5-13-20180604,8.48,7.62
0.021,2018-06-04,MOAB_001,MOAB_001-M-32.5-25-20180604,8.2,7.59
0.018,2018-06-04,MOAB_001,MOAB_001-M-0.5-19.5-20180604,8.32,7.66
0.015,2018-06-05,MOAB_006,MOAB_006-M-38.5-29.5-20180605,8.52,7.6
0.013,2018-06-05,MOAB_006,MOAB_006-M-2.5-28.5-20180605,8.52,7.65
0.007,2018-06-05,MOAB_006,MOAB_006-M-6.5-5.5-20180605,8.37,7.43
0.022,2018-06-05,MOAB_004,MOAB_004-M-20.5-31-20180605,8.67,7.76
0.018,2018-06-05,MOAB_004,MOAB_004-M-9-28-20180605,8.73,7.79
0.022,2018-06-05,MOAB_004,MOAB_004-M-5.5-15-20180605,8.65,7.71
0.025,2018-06-05,MOAB_046,MOAB_046-M-22-31.5-20180605,8.33,7.51
0.033,2018-06-05,MOAB_046,MOAB_046-M-26.5-4.5-20180605,8.57,7.76
0.022,2018-06-05,MOAB_046,MOAB_046-M-1.5-20.5-20180605,8.42,7.44
0.019,2018-06-05,MOAB_045,MOAB_045-M-17.5-39.5-20180605,8.46,7.6
0.019,2018-06-05,MOAB_045,MOAB_045-M-34-10-20180605,8.51,7.77
0.024,2018-06-05,MOAB_045,MOAB_045-M-0-2-20180605,8.24,7.52
0.02,2018-06-06,MOAB_047,MOAB_047-M-27-36.5-20180606,8.46,7.79
0.018,2018-06-06,MOAB_047,MOAB_047-M-30-19.5-20180606,8.39,7.75
0.022,2018-06-06,MOAB_047,MOAB_047-M-5.5-1-20180606,8.32,7.66
0.018,2018-06-06,MOAB_044,MOAB_044-M-31.5-37.5-20180606,8.66,7.72
0.025,2018-06-06,MOAB_044,MOAB_044-M-11.5-30-20180606,8.56,7.7
0.023,2018-06-06,MOAB_044,MOAB_044-M-0.5-8-20180606,8.63,7.76
0.05,2018-10-02,MOAB_003,MOAB_003-M-36-16-20181001,8.34,7.72
0.051,2018-10-02,MOAB_003,MOAB_003-M-23-35-20181001,8.2,7.85
0.048,2018-10-02,MOAB_003,MOAB_003-M-3-36.5-20181001,8.23,7.82
0.055,2018-10-02,MOAB_005,MOAB_005-M-33-27.5-20181002,8.56,7.78
0.037,2018-10-02,MOAB_005,MOAB_005-M-22.5-8.5-20181002,8.54,7.72
0.046,2018-10-02,MOAB_005,MOAB_005-M-10-5.5-20181002,8.6,7.76
0.041,2018-10-02,MOAB_002,MOAB_002-M-18.5-37-20181002,8.26,7.63
0.041,2018-10-02,MOAB_002,MOAB_002-M-37.5-4-20181002,8.46,7.61
0.039,2018-10-02,MOAB_002,MOAB_002-M-12-4-20181002,7.85,7.39
0.052,2018-10-02,MOAB_001,MOAB_001-M-1.5-31.5-20181002,8.26,7.98
0.043,2018-10-02,MOAB_001,MOAB_001-M-35.5-3-20181002,8.62,7.79
0.048,2018-10-02,MOAB_001,MOAB_001-M-2.5-16.5-20181002,8.43,7.76
0.034,2018-10-02,MOAB_006,MOAB_006-M-37.5-20-20181002,8.78,7.95
0.028,2018-10-02,MOAB_006,MOAB_006-M-7-28.5-20181002,8.69,7.96
0.042,2018-10-02,MOAB_006,MOAB_006-M-1-8.5-20181002,8.92,7.94
0.039,2018-10-02,MOAB_004,MOAB_004-M-30-33-20181002,8.49,7.76
0.028,2018-10-02,MOAB_004,MOAB_004-M-8.5-38.5-20181002,8.46,7.83
0.038,2018-10-02,MOAB_004,MOAB_004-M-35.5-4.5-20181002,8.56,7.82
0.034,2018-10-03,MOAB_046,MOAB_046-M-28-35.5-20181003,8.6,7.57
0.043,2018-10-03,MOAB_046,MOAB_046-M-38-2.5-20181003,8.57,7.89
0.039,2018-10-03,MOAB_046,MOAB_046-M-4.5-22-20181003,8.32,7.59
0.037,2018-10-03,MOAB_045,MOAB_045-M-8-25-20181003,8.51,7.62
0.04,2018-10-03,MOAB_045,MOAB_045-M-29-1-20181003,8.48,8
0.038,2018-10-03,MOAB_045,MOAB_045-M-5.5-3.5-20181003,8.62,7.54
0.037,2018-10-03,MOAB_047,MOAB_047-M-29.5-35-20181003,7.95,7.43
0.034,2018-10-03,MOAB_047,MOAB_047-M-21.5-5.5-20181003,8.67,8.01
0.032,2018-10-03,MOAB_047,MOAB_047-M-11.5-2.5-20181003,8.69,7.67
0.043,2018-10-03,MOAB_044,MOAB_044-M-28.5-37.5-20181003,8.7,8
0.04,2018-10-03,MOAB_044,MOAB_044-M-7-34.5-20181003,8.68,7.99
0.036,2018-10-03,MOAB_044,MOAB_044-M-35.5-9.5-20181003,8.66,7.76
0.251,2019-04-01,MOAB_003,MOAB_003-M-7.5-29.5-20190401,8.27,8.08
0.196,2019-04-01,MOAB_003,MOAB_003-M-13.5-9-20190401,8.35,8.22
0.126,2019-04-01,MOAB_003,MOAB_003-M-38-4-20190401,8.5,8.26
0.08,2019-04-02,MOAB_005,MOAB_005-M-32.5-9-20190402,8.67,8.39
0.082,2019-04-02,MOAB_005,MOAB_005-M-14.5-5-20190402,8.54,8.32
0.094,2019-04-02,MOAB_005,MOAB_005-M-4-38.5-20190402,8.6,8.24
0.066,2019-04-02,MOAB_002,MOAB_002-M-38.5-35-20190402,8.69,8.29
0.089,2019-04-02,MOAB_002,MOAB_002-M-24-7.5-20190402,8.6,10.05
0.08,2019-04-02,MOAB_002,MOAB_002-M-7.5-3.5-20190402,8.55,8.19
0.079,2019-04-02,MOAB_006,MOAB_006-M-38-5.5-20190402,6.6,8.36
0.067,2019-04-02,MOAB_006,MOAB_006-M-8.5-38.5-20190402,8.73,8.4
0.039,2019-04-02,MOAB_006,MOAB_006-M-3.5-13.5-20190402,9.07,8.79
0.082,2019-04-02,MOAB_004,MOAB_004-M-1-37.5-20190402,8.85,8.43
0.087,2019-04-02,MOAB_004,MOAB_004-M-36.5-16-20190402,8.65,8.35
0.073,2019-04-02,MOAB_004,MOAB_004-M-14-1-20190402,8.7,8.33
0.119,2019-04-02,MOAB_001,MOAB_001-M-31-30-20190402,8.55,8.31
0.099,2019-04-02,MOAB_001,MOAB_001-M-38.5-8-20190402,8.62,8.32
0.085,2019-04-02,MOAB_001,MOAB_001-M-13-0-20190402,8.62,8.35
0.079,2019-04-03,MOAB_046,MOAB_046-M-4-27.5-20190403,8.68,8.17
0.074,2019-04-03,MOAB_046,MOAB_046-M-12.5-8.5-20190403,8.58,8.18
0.089,2019-04-03,MOAB_046,MOAB_046-M-36-1-20190403,8.62,8.24
0.098,2019-04-03,MOAB_045,MOAB_045-M-28-39-20190403,8.3,8.27
0.095,2019-04-03,MOAB_045,MOAB_045-M-35-18.5-20190403,8.45,8.24
0.087,2019-04-03,MOAB_045,MOAB_045-M-1-2-20190403,8.64,8.2
0.082,2019-04-03,MOAB_047,MOAB_047-M-13.5-6-20190403,8.66,8.3
0.093,2019-04-03,MOAB_047,MOAB_047-M-33-35-20190403,8.59,8.24
0.095,2019-04-03,MOAB_047,MOAB_047-M-36.5-13-20190403,8.67,8.33
0.08,2019-04-03,MOAB_044,MOAB_044-M-13.5-36-20190403,8.71,8.39
0.103,2019-04-03,MOAB_044,MOAB_044-M-28-6-20190403,8.81,8.36
0.092,2019-04-03,MOAB_044,MOAB_044-M-30-26-20190403,8.6,8.36
0.008,2015-06-26,JORN_001,JORN_001-M-31.5-0.5-20150626,6.83,5.89
0.019,2015-06-26,JORN_001,JORN_001-M-39.5-27-20150626,7.22,6.75
0.037,2015-06-26,JORN_001,JORN_001-M-8.5-22.5-20150626,8,7.49
0.012,2015-06-26,JORN_047,JORN_047-M-38.5-39.5-20150626,7.59,6.82
0.005,2015-06-26,JORN_047,JORN_047-M-15.5-3.5-20150626,8.07,7.39
0.02,2015-06-26,JORN_047,JORN_047-M-36.5-16.5-20150626,8.14,7.66
0.004,2015-06-26,JORN_003,JORN_003-M-2.5-0.5-20150626,7.97,7.43
0.008,2015-06-26,JORN_045,JORN_045-M-6.5-7.5-20150626,7.25,6.76
0.012,2015-06-26,JORN_003,JORN_003-M-12.5-34-20150626,7.99,7.65
0.005,2015-06-26,JORN_045,JORN_045-M-32.5-18-20150626,7.32,6.92
0.01,2015-06-26,JORN_045,JORN_045-M-33.5-30.5-20150626,7.43,6.78
0.012,2015-06-26,JORN_003,JORN_003-M-33.5-36.5-20150626,7.86,7.32
0.012,2015-06-26,JORN_005,JORN_005-M-3-0-20150626,7.89,7.57
0.014,2015-06-26,JORN_005,JORN_005-M-5.5-28.5-20150626,7.97,7.38
0.009,2015-06-26,JORN_005,JORN_005-M-35-13-20150626,7.87,7.39
0.006,2015-06-27,JORN_002,JORN_002-M-12-30.5-20150627,7.25,6.84
0.009,2015-06-27,JORN_002,JORN_002-M-33-17.5-20150627,7.72,7.12
0.012,2015-06-27,JORN_004,JORN_004-M-0.5-35-20150627,7.6,7.45
0.009,2015-06-27,JORN_002,JORN_002-M-2.5-10.5-20150627,7.62,7.02
0.017,2015-06-27,JORN_004,JORN_004-M-8.5-11-20150627,8.01,7.46
0.019,2015-06-27,JORN_004,JORN_004-M-36-38-20150627,7.95,7.37
0.012,2015-06-27,JORN_044,JORN_044-M-39.5-9.5-20150627,7.95,7.51
0.007,2015-06-27,JORN_044,JORN_044-M-39-31-20150627,7.96,7.46
0.012,2015-06-27,JORN_044,JORN_044-M-16.5-38-20150627,7.98,7.56
0.009,2015-06-27,JORN_042,JORN_042-M-1-19-20150627,7.98,7.57
0.01,2015-06-27,JORN_042,JORN_042-M-31-0-20150627,7.77,7.27
0.009,2015-06-27,JORN_042,JORN_042-M-30.5-20.5-20150627,7.2,6.89
0.012,2015-06-27,JORN_006,JORN_006-M-8-28-20150627,7.98,7.41
0.008,2015-06-27,JORN_006,JORN_006-M-31.5-38.5-20150627,7.45,7.04
0.01,2015-06-27,JORN_006,JORN_006-M-9-3.5-20150627,8.03,7.46
0.014,2015-07-27,JORN_047,JORN_047-M-0-6-20150727,8.34,NA
0.015,2015-07-27,JORN_047,JORN_047-M-32-10-20150727,8.53,NA
0.011,2015-07-28,JORN_047,JORN_047-M-23-39.5-20150727,7.7,NA
0.009,2015-07-28,JORN_042,JORN_042-M-12.5-31-20150727,7.78,NA
0.013,2015-07-28,JORN_042,JORN_042-M-7-12.5-20150727,7.97,NA
0.011,2015-07-28,JORN_042,JORN_042-M-25.5-5.5-20150727,7.45,NA
0.012,2015-07-28,JORN_004,JORN_004-M-16.5-34.5-20150728,7.88,NA
0.011,2015-07-28,JORN_004,JORN_004-M-0-5-20150728,8.41,NA
0.017,2015-07-28,JORN_004,JORN_004-M-33.5-2-20150728,8.45,NA
0.008,2015-07-28,JORN_002,JORN_002-M-15-35.5-20150728,7.26,NA
0.005,2015-07-28,JORN_002,JORN_002-M-11-1-20150728,7.48,NA
0.006,2015-07-28,JORN_006,JORN_006-M-38-8-20150728,7.87,NA
0.013,2015-07-28,JORN_002,JORN_002-M-20.5-8.5-20150728,7.86,NA
0.006,2015-07-28,JORN_006,JORN_006-M-29.5-37-20150728,7.86,NA
0.012,2015-07-28,JORN_006,JORN_006-M-8-29.5-20150728,8.04,NA
0.007,2015-07-28,JORN_001,JORN_001-M-3.5-19-20150728,7.39,NA
0.018,2015-07-28,JORN_005,JORN_005-M-35.5-28.5-20150728,7.45,NA
0.016,2015-07-28,JORN_001,JORN_001-M-26.5-4.5-20150728,7.45,NA
0.011,2015-07-28,JORN_001,JORN_001-M-37.5-25-20150728,7.62,NA
0.013,2015-07-28,JORN_005,JORN_005-M-34.5-2.5-20150728,7.67,NA
0.01,2015-07-28,JORN_005,JORN_005-M-10.5-0.5-20150728,NA,NA
0.008,2015-07-28,JORN_003,JORN_003-M-0.5-35-20150728,8.83,NA
0.007,2015-07-28,JORN_003,JORN_003-M-34.5-31-20150728,7.58,NA
0.01,2015-07-28,JORN_003,JORN_003-M-34.5-17-20150728,8.77,NA
0.011,2015-07-29,JORN_045,JORN_045-M-23-4.5-20150729,8.68,NA
0.035,2015-07-29,JORN_044,JORN_044-M-32-12.5-20150729,8.03,NA
0.02,2015-07-29,JORN_045,JORN_045-M-11.5-38-20150729,8.04,NA
0.016,2015-07-29,JORN_044,JORN_044-M-7.5-3.5-20150729,8.47,NA
0.018,2015-07-29,JORN_045,JORN_045-M-38-21-20150729,7.88,NA
0.017,2015-07-29,JORN_044,JORN_044-M-17.5-33.5-20150729,7.57,NA
0.008,2016-06-21,JORN_004,JORN_004-M-1-19.5-20160621,7.42,7.59
0.008,2016-06-21,JORN_006,JORN_006-M-3.5-18.5-20160621,6.7,6.88
0.005,2016-06-21,JORN_004,JORN_004-M-0-35-20160621,6.95,7.23
0.009,2016-06-21,JORN_006,JORN_006-M-8-20.5-20160621,7.81,7.86
0.013,2016-06-21,JORN_004,JORN_004-M-36-38-20160621,7.42,7.38
0.008,2016-06-21,JORN_006,JORN_006-M-25-35-20160621,7.07,7.06
0.009,2016-06-21,JORN_002,JORN_002-M-9.5-0-20160621,7.45,7.65
0.015,2016-06-21,JORN_047,JORN_047-M-2.5-15.5-20160621,6.97,6.93
0.005,2016-06-21,JORN_002,JORN_002-M-9-22-20160621,6.58,6.77
0.012,2016-06-21,JORN_047,JORN_047-M-32-3.5-20160621,7.27,7.59
0.003,2016-06-21,JORN_002,JORN_002-M-32.5-7.5-20160621,6.33,6.43
0.011,2016-06-21,JORN_047,JORN_047-M-32-27.5-20160621,7.44,7.47
0.017,2016-06-21,JORN_045,JORN_045-M-2.5-15.5-20160621,7.03,6.95
0.008,2016-06-21,JORN_045,JORN_045-M-20-2.5-20160621,7.5,7.7
0.007,2016-06-21,JORN_045,JORN_045-M-35-26-20160621,7,7.43
0.019,2016-06-21,JORN_001,JORN_001-M-35-3-20160621,7.09,7.11
0.016,2016-06-21,JORN_001,JORN_001-M-27-34-20160621,7.17,7.48
0.005,2016-06-21,JORN_042,JORN_042-M-3.5-16-20160621,7.46,7.68
0.005,2016-06-21,JORN_001,JORN_001-M-9.5-24.5-20160621,6.7,6.66
0.006,2016-06-21,JORN_042,JORN_042-M-31.5-6.5-20160621,7.37,7.51
0.007,2016-06-21,JORN_042,JORN_042-M-33-21.5-20160621,7.15,7.4
0.005,2016-06-21,JORN_044,JORN_044-M-34.5-5.5-20160621,7.82,7.98
0.007,2016-06-21,JORN_003,JORN_003-M-4.5-0.5-20160621,7.42,7.76
0.01,2016-06-21,JORN_044,JORN_044-M-8-35.5-20160621,7.66,7.68
0.005,2016-06-21,JORN_003,JORN_003-M-0-27-20160621,7.55,7.94
0.005,2016-06-21,JORN_044,JORN_044-M-34-39-20160621,7.63,7.7
0.005,2016-06-21,JORN_003,JORN_003-M-34.5-34-20160621,6.88,6.95
0.006,2016-06-21,JORN_005,JORN_005-M-14.5-1.5-20160621,6.86,7.17
0.01,2016-06-21,JORN_005,JORN_005-M-39-9-20160621,7.2,7.41
0.006,2016-06-21,JORN_005,JORN_005-M-11.5-37.5-20160621,7.57,7.76
0.011,2016-07-19,JORN_006,JORN_006-M-21.5-9.5-20160719,7.84,7.89
0.007,2016-07-19,JORN_004,JORN_004-M-26.5-3-20160719,7.02,7.11
0.012,2016-07-19,JORN_006,JORN_006-M-8-20-20160719,7.95,7.96
0.013,2016-07-19,JORN_004,JORN_004-M-10-4-20160719,7.69,7.84
0.01,2016-07-19,JORN_006,JORN_006-M-25.5-35.5-20160719,7.16,7.58
0.01,2016-07-19,JORN_004,JORN_004-M-2.5-35.5-20160719,7.97,8.05
0.011,2016-07-19,JORN_045,JORN_045-M-30-16.5-20160719,7.2,7.46
0.015,2016-07-19,JORN_045,JORN_045-M-15.5-38-20160719,7.12,7.33
0.008,2016-07-19,JORN_045,JORN_045-M-37-36-20160719,8.11,8.25
0.011,2016-07-19,JORN_002,JORN_002-M-7-19.5-20160719,6.59,6.73
0.009,2016-07-19,JORN_002,JORN_002-M-39-15.5-20160719,6.92,7.07
0.015,2016-07-19,JORN_047,JORN_047-M-4.5-7-20160719,6.91,6.98
0.011,2016-07-19,JORN_047,JORN_047-M-39-14-20160719,7.82,7.84
0.013,2016-07-19,JORN_002,JORN_002-M-10.5-33.5-20160719,7.05,7.42
0.01,2016-07-19,JORN_047,JORN_047-M-22.5-35-20160719,7.83,7.97
0.011,2016-07-19,JORN_042,JORN_042-M-6-5.5-20160719,7.97,8.04
0.012,2016-07-19,JORN_042,JORN_042-M-23.5-1-20160719,7.81,8.01
0.007,2016-07-19,JORN_003,JORN_003-M-23-0.5-20160719,7.13,7.31
0.011,2016-07-19,JORN_042,JORN_042-M-16-34.5-20160719,7.69,7.85
0.008,2016-07-19,JORN_003,JORN_003-M-0-23-20160719,8.04,8.2
0.009,2016-07-19,JORN_003,JORN_003-M-36.5-27.5-20160719,7.91,8.01
0.01,2016-07-19,JORN_044,JORN_044-M-2-3-20160719,7.87,8
0.011,2016-07-19,JORN_044,JORN_044-M-28.5-2-20160719,8.14,8.13
0.012,2016-07-19,JORN_044,JORN_044-M-0.5-28-20160719,7.8,7.84
0.019,2016-07-19,JORN_001,JORN_001-M-28.5-36.5-20160719,6.97,7.32
0.017,2016-07-19,JORN_001,JORN_001-M-8-17.5-20160719,7.29,7.53
0.023,2016-07-19,JORN_001,JORN_001-M-38.5-3.5-20160719,6.89,7.14
0.006,2016-07-19,JORN_005,JORN_005-M-16.5-8.5-20160719,8.24,8.25
0.01,2016-07-19,JORN_005,JORN_005-M-34-14-20160719,7.59,7.64
0.011,2016-07-19,JORN_005,JORN_005-M-32-35-20160719,7.91,8.05
0.021,2016-10-18,JORN_004,JORN_004-M-34.5-6-20161018,7.98,7.7
0.022,2016-10-18,JORN_004,JORN_004-M-13-32-20161018,8.2,8.05
0.015,2016-10-18,JORN_042,JORN_042-M-14.5-6.5-20161018,8.06,7.52
0.018,2016-10-18,JORN_042,JORN_042-M-36.5-4-20161018,8.1,7.87
0.018,2016-10-18,JORN_006,JORN_006-M-31-11.5-20161018,7.82,7.49
0.026,2016-10-18,JORN_042,JORN_042-M-25.5-31-20161018,8.15,7.96
0.017,2016-10-18,JORN_006,JORN_006-M-32.5-24-20161018,8.03,7.86
0.018,2016-10-18,JORN_006,JORN_006-M-7.5-36.5-20161018,8.17,7.98
0.02,2016-10-18,JORN_004,JORN_004-M-33.5-34.5-20161018,8.32,8.07
0.075,2016-10-18,JORN_001,JORN_001-M-39.5-28.5-20161018,7.83,7.63
0.012,2016-10-18,JORN_001,JORN_001-M-14.5-39.5-20161018,7.54,7.75
0.022,2016-10-18,JORN_001,JORN_001-M-32.5-4-20161018,7.77,7.56
0.017,2016-10-18,JORN_047,JORN_047-M-33.5-6.5-20161018,7.98,7.83
0.018,2016-10-18,JORN_047,JORN_047-M-4-20.5-20161018,8.12,7.89
0.019,2016-10-18,JORN_047,JORN_047-M-32.5-24.5-20161018,8.3,8.09
0.017,2016-10-18,JORN_003,JORN_003-M-14.5-9-20161018,8.15,7.99
0.019,2016-10-18,JORN_003,JORN_003-M-39.5-18.5-20161018,8.09,7.88
0.015,2016-10-18,JORN_045,JORN_045-M-3-9-20161018,7.73,7.39
0.018,2016-10-18,JORN_003,JORN_003-M-37-28-20161018,8.11,7.96
0.018,2016-10-18,JORN_045,JORN_045-M-30-10-20161018,7.94,7.72
0.02,2016-10-18,JORN_045,JORN_045-M-30.5-33-20161018,7.98,7.67
0.018,2016-10-18,JORN_044,JORN_044-M-33-3.5-20161018,8.12,7.93
0.017,2016-10-18,JORN_044,JORN_044-M-10-30.5-20161018,7.68,7.39
0.023,2016-10-18,JORN_044,JORN_044-M-22-32.5-20161018,8.16,8.04
0.015,2016-10-18,JORN_002,JORN_002-M-6.5-6-20161018,7.97,7.61
0.011,2016-10-18,JORN_002,JORN_002-M-6.5-38-20161018,7.87,7.54
0.014,2016-10-18,JORN_002,JORN_002-M-38-27-20161018,7.99,7.64
0.017,2016-10-19,JORN_005,JORN_005-M-29-7.5-20161019,8.06,7.88
0.016,2016-10-19,JORN_005,JORN_005-M-19.5-30.5-20161019,8.07,7.86
0.013,2016-10-19,JORN_005,JORN_005-M-32-28-20161019,8.08,7.83
0.047,2017-06-27,JORN_045,JORN_045-M-6.5-7-20170627,7.93,6.62
0.04,2017-06-27,JORN_045,JORN_045-M-4.5-35-20170627,8.44,7.27
0.049,2017-06-27,JORN_045,JORN_045-M-31-34.5-20170627,8.3,6.87
0.056,2017-06-27,JORN_004,JORN_004-M-3-11.5-20170627,8.57,7.2
0.053,2017-06-27,JORN_004,JORN_004-M-1.5-24-20170627,8.21,6.97
0.047,2017-06-27,JORN_047,JORN_047-M-9-23.5-20170627,7.93,6.62
0.05,2017-06-27,JORN_004,JORN_004-M-24.5-33.5-20170627,8.54,7.57
0.05,2017-06-27,JORN_047,JORN_047-M-34.5-35-20170627,8.44,7.31
0.058,2017-06-27,JORN_047,JORN_047-M-38.5-9.5-20170627,8.48,7.19
0.055,2017-06-27,JORN_002,JORN_002-M-8-18-20170627,7.6,6.34
0.056,2017-06-27,JORN_002,JORN_002-M-8-38-20170627,7.12,6.43
0.042,2017-06-27,JORN_042,JORN_042-M-11-39.5-20170627,8.63,7.28
0.063,2017-06-27,JORN_002,JORN_002-M-31.5-6.5-20170627,8.45,7.67
0.04,2017-06-27,JORN_042,JORN_042-M-10-1-20170627,8.61,6.99
0.04,2017-06-27,JORN_042,JORN_042-M-34.5-31-20170627,8.63,7.17
0.063,2017-06-27,JORN_003,JORN_003-M-30.5-19.5-20170627,8.5,7.66
0.058,2017-06-27,JORN_003,JORN_003-M-36-36.5-20170627,8.85,7.49
0.047,2017-06-27,JORN_044,JORN_044-M-23.5-3-20170627,8.8,7.71
0.057,2017-06-27,JORN_003,JORN_003-M-8-35.5-20170627,8.67,7.84
0.052,2017-06-27,JORN_044,JORN_044-M-8.5-14.5-20170627,8.55,7.46
0.048,2017-06-27,JORN_044,JORN_044-M-35.5-36.5-20170627,8.66,7.41
0.058,2017-06-27,JORN_001,JORN_001-M-15-31-20170627,7.99,6.89
0.067,2017-06-27,JORN_001,JORN_001-M-25.5-30-20170627,7.39,6.72
0.086,2017-06-27,JORN_001,JORN_001-M-4-4.5-20170627,8.38,7.29
0.061,2017-06-27,JORN_006,JORN_006-M-0-36-20170627,8.59,7.08
0.05,2017-06-27,JORN_006,JORN_006-M-17.5-2-20170627,8.38,7.07
0.064,2017-06-27,JORN_006,JORN_006-M-36.5-8.5-20170627,8.47,7.06
0.042,2017-06-27,JORN_005,JORN_005-M-0-15.5-20170627,8.53,7.44
0.037,2017-06-27,JORN_005,JORN_005-M-9-22-20170627,8.46,7.48
0.042,2017-06-27,JORN_005,JORN_005-M-21-31.5-20170627,8.42,7.25
0.037,2017-07-18,JORN_045,JORN_045-M-6.5-7-20170718,NA,NA
0.031,2017-07-18,JORN_045,JORN_045-M-4.5-35-20170718,NA,NA
0.028,2017-07-18,JORN_045,JORN_045-M-31-34.5-20170718,NA,NA
0.016,2017-07-18,JORN_004,JORN_004-M-3-11.5-20170718,NA,NA
0.025,2017-07-18,JORN_004,JORN_004-M-1.5-24-20170718,NA,NA
0.026,2017-07-18,JORN_047,JORN_047-M-9-23.5-20170718,NA,NA
0.032,2017-07-18,JORN_004,JORN_004-M-24.5-33.5-20170718,NA,NA
0.031,2017-07-18,JORN_047,JORN_047-M-34.5-35-20170718,NA,NA
0.028,2017-07-18,JORN_047,JORN_047-M-38.5-9.5-20170718,NA,NA
0.034,2017-07-18,JORN_002,JORN_002-M-8-18-20170718,NA,NA
0.031,2017-07-18,JORN_002,JORN_002-M-8-38-20170718,NA,NA
0.029,2017-07-18,JORN_042,JORN_042-M-11-39.5-20170718,NA,NA
0.022,2017-07-18,JORN_002,JORN_002-M-31.5-6.5-20170718,NA,NA
0.029,2017-07-18,JORN_042,JORN_042-M-10-1-20170718,NA,NA
0.035,2017-07-18,JORN_042,JORN_042-M-34.5-31-20170718,NA,NA
0.031,2017-07-18,JORN_003,JORN_003-M-30.5-19.5-20170718,NA,NA
0.034,2017-07-18,JORN_003,JORN_003-M-36-36.5-20170718,NA,NA
0.03,2017-07-18,JORN_044,JORN_044-M-23.5-3-20170718,NA,NA
0.03,2017-07-18,JORN_003,JORN_003-M-8-35.5-20170718,NA,NA
0.025,2017-07-18,JORN_044,JORN_044-M-8.5-14.5-20170718,NA,NA
0.029,2017-07-18,JORN_044,JORN_044-M-35.5-36.5-20170718,NA,NA
0.015,2017-07-18,JORN_001,JORN_001-M-15-31-20170718,NA,NA
0.039,2017-07-18,JORN_001,JORN_001-M-25.5-30-20170718,NA,NA
0.057,2017-07-18,JORN_001,JORN_001-M-4-4.5-20170718,NA,NA
0.042,2017-07-18,JORN_006,JORN_006-M-0-36-20170718,NA,NA
0.044,2017-07-18,JORN_006,JORN_006-M-17.5-2-20170718,NA,NA
0.032,2017-07-18,JORN_006,JORN_006-M-36.5-8.5-20170718,NA,NA
0.029,2017-07-18,JORN_005,JORN_005-M-0-15.5-20170718,NA,NA
0.044,2017-07-18,JORN_005,JORN_005-M-9-22-20170718,NA,NA
0.031,2017-07-18,JORN_005,JORN_005-M-21-31.5-20170718,NA,NA
0.058,2017-08-29,JORN_004,JORN_004-M-10-38.5-20170829,NA,NA
0.021,2017-08-08,JORN_004,JORN_004-M-35-30-20170808,8.73,7.4
0.026,2017-08-29,JORN_004,JORN_004-M-35-30-20170829,NA,NA
0.017,2017-08-08,JORN_006,JORN_006-M-0.5-2.5-20170808,8.86,7.42
0.031,2017-08-29,JORN_006,JORN_006-M-0.5-2.5-20170829,NA,NA
0.025,2017-08-08,JORN_006,JORN_006-M-35.5-9.5-20170808,8.72,7.54
